Case_ID,Year_State_ID,Category,Type,Stream,Fate,Tonnes,Core_Non-core,Description
36077,1004,Hazardous wastes,Contaminated soils (N120),C&I,Energy recovery,0,Core waste,A total of 0.00 tonnes of Contaminated soils (N120) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36078,1004,Hazardous wastes,Contaminated soils (N120),C&I,Disposal,2656.921721,Core waste,A total of 2656.92 tonnes of Contaminated soils (N120) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Unsustainable waste management. Look for eco-friendly alternatives.
36079,1004,Hazardous wastes,Contaminated soils (N120),C&I,Disposal,0,Core waste,A total of 0.00 tonnes of Contaminated soils (N120) (C&I) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36080,1004,Hazardous wastes,Contaminated soils (N120),C&I,Recycling,380.4750127,Core waste,A total of 380.48 tonnes of Contaminated soils (N120) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Excellent waste management! Keep going.
36081,1004,Hazardous wastes,Contaminated soils (N120),C&I,Disposal,170.2007732,Core waste,A total of 170.20 tonnes of Contaminated soils (N120) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Destructive waste disposal—consider greener options for the future.
36082,1004,Hazardous wastes,Contaminated soils (N120),C&I,Energy recovery,0,Core waste,A total of 0.00 tonnes of Contaminated soils (N120) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36083,1004,Hazardous wastes,Contaminated soils (N120),C&I,Recycling,680.8030928,Core waste,A total of 680.80 tonnes of Contaminated soils (N120) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Your efforts in reducing waste are commendable!
36091,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36092,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices."
36093,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!"
36094,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36095,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices."
36096,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36097,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability."
36098,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36099,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,64.83718338,Core waste,"A total of 64.84 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Damaging impact on the environment. More sustainable practices needed."
36100,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,0.018842429,Core waste,"A total of 0.02 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This approach negatively affects the environment. Rethink disposal methods."
36101,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,8569.741949,Core waste,"A total of 8569.74 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Your efforts in reducing waste are commendable!"
36102,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Disposal,1347.661012,Core waste,"A total of 1347.66 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Ecologically unfriendly. Waste reduction strategies should be explored."
36103,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36104,1004,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",C&I,Recycling,1347.661012,Core waste,"A total of 1347.66 tonnes of Food-derived hazardous wastes (K100, K110) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Well done! This is a great step toward sustainability."
36112,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36113,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36114,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Your efforts in reducing waste are commendable!
36115,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36116,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36117,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Energy recovery,0,Core waste,A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36118,1004,Hazardous wastes,Inorganic chemicals (D),C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Inorganic chemicals (D) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36119,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Inorganic chemicals (D) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36120,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Disposal,54.32991953,Core waste,A total of 54.33 tonnes of Inorganic chemicals (D) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Degrading environmental quality. Try to implement better waste practices.
36121,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Disposal,146.8028782,Core waste,A total of 146.80 tonnes of Inorganic chemicals (D) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Destructive waste disposal—consider greener options for the future.
36122,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Recycling,2261.234491,Core waste,A total of 2261.23 tonnes of Inorganic chemicals (D) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Great effort! Keep up the sustainable practices.
36123,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Disposal,50.67058109,Core waste,A total of 50.67 tonnes of Inorganic chemicals (D) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. A detrimental effect—seek better disposal or recycling methods.
36124,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Inorganic chemicals (D) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36125,1004,Hazardous wastes,Inorganic chemicals (D),C&I,Recycling,456.0352298,Core waste,A total of 456.04 tonnes of Inorganic chemicals (D) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Well done! This is a great step toward sustainability.
36133,1004,Hazardous wastes,Oils (J),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Oils (J) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36134,1004,Hazardous wastes,Oils (J),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36135,1004,Hazardous wastes,Oils (J),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Your efforts in reducing waste are commendable!
36136,1004,Hazardous wastes,Oils (J),C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neutral outcome—look for opportunities to reduce waste.
36137,1004,Hazardous wastes,Oils (J),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Well done! This is a great step toward sustainability.
36138,1004,Hazardous wastes,Oils (J),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Oils (J) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36139,1004,Hazardous wastes,Oils (J),C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Oils (J) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36140,1004,Hazardous wastes,Oils (J),C&I,Energy recovery,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36141,1004,Hazardous wastes,Oils (J),C&I,Disposal,61.10383653,Core waste,A total of 61.10 tonnes of Oils (J) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This approach negatively affects the environment. Rethink disposal methods.
36142,1004,Hazardous wastes,Oils (J),C&I,Disposal,5.260848981,Core waste,A total of 5.26 tonnes of Oils (J) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This approach negatively affects the environment. Rethink disposal methods.
36143,1004,Hazardous wastes,Oils (J),C&I,Recycling,7859.775288,Core waste,A total of 7859.78 tonnes of Oils (J) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Excellent waste management! Keep going.
36144,1004,Hazardous wastes,Oils (J),C&I,Disposal,0,Core waste,A total of 0.00 tonnes of Oils (J) (C&I) was sent for Disposal. Environmental Impact Score: 6/10. Your efforts in reducing waste are commendable!
36145,1004,Hazardous wastes,Oils (J),C&I,Energy recovery,1284.944005,Core waste,"A total of 1284.94 tonnes of Oils (J) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36146,1004,Hazardous wastes,Oils (J),C&I,Recycling,5139.776021,Core waste,A total of 5139.78 tonnes of Oils (J) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Your efforts in reducing waste are commendable!
36154,1004,Hazardous wastes,Organic chemicals (M),C&D,Energy recovery,0,Core waste,A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. Neutral outcome—look for opportunities to reduce waste.
36155,1004,Hazardous wastes,Organic chemicals (M),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!
36156,1004,Hazardous wastes,Organic chemicals (M),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Well done! This is a great step toward sustainability.
36157,1004,Hazardous wastes,Organic chemicals (M),C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36158,1004,Hazardous wastes,Organic chemicals (M),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36159,1004,Hazardous wastes,Organic chemicals (M),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36160,1004,Hazardous wastes,Organic chemicals (M),C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Organic chemicals (M) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36161,1004,Hazardous wastes,Organic chemicals (M),C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Organic chemicals (M) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36162,1004,Hazardous wastes,Organic chemicals (M),C&I,Disposal,301.1458788,Core waste,A total of 301.15 tonnes of Organic chemicals (M) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Destructive waste disposal—consider greener options for the future.
36163,1004,Hazardous wastes,Organic chemicals (M),C&I,Disposal,3.62897665,Core waste,A total of 3.63 tonnes of Organic chemicals (M) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Unsustainable waste management. Look for eco-friendly alternatives.
36164,1004,Hazardous wastes,Organic chemicals (M),C&I,Recycling,33.42775476,Core waste,A total of 33.43 tonnes of Organic chemicals (M) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Your efforts in reducing waste are commendable!
36165,1004,Hazardous wastes,Organic chemicals (M),C&I,Disposal,139.0782508,Core waste,A total of 139.08 tonnes of Organic chemicals (M) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This approach negatively affects the environment. Rethink disposal methods.
36166,1004,Hazardous wastes,Organic chemicals (M),C&I,Energy recovery,7.726569492,Core waste,"A total of 7.73 tonnes of Organic chemicals (M) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36167,1004,Hazardous wastes,Organic chemicals (M),C&I,Recycling,7.726569492,Core waste,A total of 7.73 tonnes of Organic chemicals (M) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Great effort! Keep up the sustainable practices.
36175,1004,Hazardous wastes,Organic solvents (G),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36176,1004,Hazardous wastes,Organic solvents (G),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Well done! This is a great step toward sustainability.
36177,1004,Hazardous wastes,Organic solvents (G),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!
36178,1004,Hazardous wastes,Organic solvents (G),C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36179,1004,Hazardous wastes,Organic solvents (G),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Excellent waste management! Keep going.
36180,1004,Hazardous wastes,Organic solvents (G),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36181,1004,Hazardous wastes,Organic solvents (G),C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Organic solvents (G) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36182,1004,Hazardous wastes,Organic solvents (G),C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Organic solvents (G) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36183,1004,Hazardous wastes,Organic solvents (G),C&I,Disposal,0.883067639,Core waste,A total of 0.88 tonnes of Organic solvents (G) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Damaging impact on the environment. More sustainable practices needed.
36184,1004,Hazardous wastes,Organic solvents (G),C&I,Disposal,9.234082279,Core waste,A total of 9.23 tonnes of Organic solvents (G) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This has a harmful environmental impact. Consider reducing waste.
36185,1004,Hazardous wastes,Organic solvents (G),C&I,Recycling,111.7262082,Core waste,A total of 111.73 tonnes of Organic solvents (G) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Great effort! Keep up the sustainable practices.
36186,1004,Hazardous wastes,Organic solvents (G),C&I,Disposal,89.60367766,Core waste,A total of 89.60 tonnes of Organic solvents (G) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Adverse waste effects—try to focus on recycling or reducing waste.
36187,1004,Hazardous wastes,Organic solvents (G),C&I,Energy recovery,9.955964185,Core waste,"A total of 9.96 tonnes of Organic solvents (G) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36188,1004,Hazardous wastes,Organic solvents (G),C&I,Recycling,0,Core waste,"A total of 0.00 tonnes of Organic solvents (G) (C&I) was sent for Recycling. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36196,1004,Hazardous wastes,Other,C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36197,1004,Hazardous wastes,Other,C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Excellent waste management! Keep going.
36198,1004,Hazardous wastes,Other,C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Your efforts in reducing waste are commendable!
36199,1004,Hazardous wastes,Other,C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Other (C&D) was sent for Recycling. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36200,1004,Hazardous wastes,Other,C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Excellent waste management! Keep going.
36201,1004,Hazardous wastes,Other,C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36202,1004,Hazardous wastes,Other,C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Other (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neutral outcome—look for opportunities to reduce waste.
36203,1004,Hazardous wastes,Other,C&I,Energy recovery,0,Core waste,A total of 0.00 tonnes of Other (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability.
36204,1004,Hazardous wastes,Other,C&I,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&I) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!
36205,1004,Hazardous wastes,Other,C&I,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&I) was sent for Disposal. Environmental Impact Score: 6/10. Well done! This is a great step toward sustainability.
36206,1004,Hazardous wastes,Other,C&I,Recycling,0,Core waste,A total of 0.00 tonnes of Other (C&I) was sent for Recycling. Environmental Impact Score: 5/10. Neutral outcome—look for opportunities to reduce waste.
36207,1004,Hazardous wastes,Other,C&I,Disposal,0,Core waste,A total of 0.00 tonnes of Other (C&I) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!
36208,1004,Hazardous wastes,Other,C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36209,1004,Hazardous wastes,Other,C&I,Recycling,0,Core waste,"A total of 0.00 tonnes of Other (C&I) was sent for Recycling. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36217,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability."
36218,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Your efforts in reducing waste are commendable!"
36219,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices."
36220,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36221,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Disposal,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. You're making a positive impact on the environment!"
36222,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. A stable approach, but more can be done for better environmental outcomes."
36223,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neither harmful nor beneficial. Consider ways to enhance sustainability."
36224,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36225,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,0.049837894,Core waste,"A total of 0.05 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Ecologically unfriendly. Waste reduction strategies should be explored."
36226,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,5.41e-6,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. This approach negatively affects the environment. Rethink disposal methods."
36227,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,0.904262322,Core waste,"A total of 0.90 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. You're making a positive impact on the environment!"
36228,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Disposal,0.022947186,Core waste,"A total of 0.02 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Degrading environmental quality. Try to implement better waste practices."
36229,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36230,1004,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",C&I,Recycling,0.022947186,Core waste,"A total of 0.02 tonnes of Other hazardous organic wastes (K140, K190) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Well done! This is a great step toward sustainability."
36238,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36239,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36240,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Well done! This is a great step toward sustainability.
36241,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Recycling,0,Core waste,A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. Neutral outcome—look for opportunities to reduce waste.
36242,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Disposal,0,Core waste,A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Disposal. Environmental Impact Score: 6/10. Great effort! Keep up the sustainable practices.
36243,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Energy recovery. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36244,1004,Hazardous wastes,Other miscellaneous (other T),C&D,Recycling,0,Core waste,"A total of 0.00 tonnes of Other miscellaneous (other T) (C&D) was sent for Recycling. Environmental Impact Score: 5/10. This has a balanced impact, but there's room for improvement."
36245,1004,Hazardous wastes,Other miscellaneous (other T),C&I,Energy recovery,0,Core waste,"A total of 0.00 tonnes of Other miscellaneous (other T) (C&I) was sent for Energy recovery. Environmental Impact Score: 5/10. You're on the right track, but optimizing waste management could help."
36246,1004,Hazardous wastes,Other miscellaneous (other T),C&I,Disposal,2.76784e-4,Core waste,A total of 0.00 tonnes of Other miscellaneous (other T) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Polluting impact detected. Improvements in waste handling are needed.
36247,1004,Hazardous wastes,Other miscellaneous (other T),C&I,Disposal,0.006243783,Core waste,A total of 0.01 tonnes of Other miscellaneous (other T) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. A detrimental effect—seek better disposal or recycling methods.
36248,1004,Hazardous wastes,Other miscellaneous (other T),C&I,Recycling,1.173056679,Core waste,A total of 1.17 tonnes of Other miscellaneous (other T) (C&I) was sent for Recycling. Environmental Impact Score: 8/10. Your efforts in reducing waste are commendable!
36249,1004,Hazardous wastes,Other miscellaneous (other T),C&I,Disposal,1.214422754,Core waste,A total of 1.21 tonnes of Other miscellaneous (other T) (C&I) was sent for Disposal. Environmental Impact Score: 3/10. Destructive waste disposal—consider greener options for the future.
